nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0001170,BUDGET,ODP17-06127,Preparazione materiale,A10,RIS2,0.75,0.00
ART0000752,BUDGET,ODP17-05018,Montaggio,A40,RIS4,1.50,6.00
ART0000752,BUDGET,ODP17-05018,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001890,BUDGET,ODP17-06373,Fresatura,A30,RIS7,1.25,0.00
ART0004397,BUDGET,ODP17-05344,Fresatura,A30,RIS9,0.75,0.00
ART0001890,BUDGET,ODP17-06373,Fresatura,A30,RIS7,0.25,2.00
ART0004397,BUDGET,ODP17-05344,Fresatura,A30,RIS11,4.00,60.00
ART0004169,BUDGET,ODP17-03851,Tornitura,A20,RIS14,3.50,10.00
ART0004169,BUDGET,ODP17-03851,Tornitura,A20,RIS14,0.50,0.00
ART0004397,BUDGET,ODP17-05344,Fresatura,A30,RIS1,1.00,0.00
ART0004397,BUDGET,ODP17-05344,Fresatura,A30,RIS11,2.00,41.00
ART0004397,BUDGET,ODP17-05344,Controllo qualità,CQ,RIS16,0.00,101.00
ART0003704,BUDGET,ODP17-06015,Tornitura,A20,RIS2,2.75,22.00
ART0003704,BUDGET,ODP17-06015,Tornitura,A20,RIS2,2.25,0.00
ART0004169,BUDGET,ODP17-03851,Fresatura,A30,RIS7,2.00,10.00
ART0001821,BUDGET,ODP17-04799,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000762,BUDGET,ODP17-04829,Controllo qualità,CQ,RIS16,0.00,20.00
ART0003785,BUDGET,ODP17-04830,Tornitura,A20,RIS2,4.25,30.00
ART0003704,BUDGET,ODP17-06015,Fresatura,A30,RIS7,2.50,22.00
ART0004410,BUDGET,ODP17-05345,Tornitura,A20,RIS2,1.00,2.00
ART0004410,BUDGET,ODP17-05345,Fresatura,A30,RIS7,0.50,2.00
ART0004885,BUDGET,ODP17-05706,Fresatura,A30,RIS9,2.50,0.00
ART0001931,BUDGET,ODP17-04799,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002494,BUDGET,ODP17-06127,Tornitura,A20,RIS2,1.00,0.00
ART0002494,BUDGET,ODP17-06127,Tornitura,A20,RIS2,2.50,3.00
ART0004885,BUDGET,ODP17-05706,Fresatura,A30,RIS9,2.50,12.00
ART0000826,BUDGET,ODP17-04799,Montaggio,A40,RIS4,1.00,1.00
ART0003704,BUDGET,ODP17-06015,Brocciatura / stozzatrice,A33,RIS13,2.00,22.00
ART0002142,BUDGET,ODP17-06376,Tornitura,A20,RIS2,2.00,1.00
ART0002494,BUDGET,ODP17-06127,Fresatura,A30,RIS7,2.00,3.00
ART0001174,BUDGET,ODP17-06127,Fresatura,A30,RIS9,3.00,0.00
ART0003785,BUDGET,ODP17-04830,Fresatura,A30,RIS7,1.75,30.00
ART0002747,BUDGET,ODP17-06374,Tornitura,A20,RIS2,2.50,1.00
ART0002747,BUDGET,ODP17-06374,Tornitura,A20,RIS2,1.25,0.00
ART0004885,BUDGET,ODP17-05706,Controllo qualità,CQ,RIS16,0.00,12.00
ART0002142,BUDGET,ODP17-06376,Tornitura,A20,RIS2,2.50,0.00
ART0001587,BUDGET,ODP17-07203,Tornitura,A20,RIS13,0.50,6.00
ART0001832,BUDGET,ODP17-05185,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001149,BUDGET,ODP17-05186,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001942,BUDGET,ODP17-05185,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001940,BUDGET,ODP17-05734,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001884,BUDGET,ODP17-05348,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001170,BUDGET,ODP17-06127,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000312,BUDGET,ODP17-06761,Controllo qualità,CQ,RIS16,0.00,42.00
ART0001830,BUDGET,ODP17-05734,Fresatura,A30,RIS7,0.75,0.00
ART0003785,BUDGET,ODP17-04830,Controllo qualità,CQ,RIS16,0.00,30.00
ART0003704,BUDGET,ODP17-06015,Controllo qualità,CQ,RIS16,0.00,22.00
ART0002897,BUDGET,ODP17-06376,Fresatura,A30,RIS9,4.50,2.00
ART0002210,BUDGET,ODP17-07203,Tornitura,A20,RIS2,2.75,5.00
ART0004726,BUDGET,ODP17-06606,Fresatura,A30,RIS9,0.75,0.00
ART0001830,BUDGET,ODP17-05734,Tornitura,A20,RIS14,3.00,6.00
ART0001772,BUDGET,ODP17-05348,Tornitura,A20,RIS14,4.00,10.00
ART0001830,BUDGET,ODP17-05734,Tornitura,A20,RIS14,-3.00,0.00
ART0001830,BUDGET,ODP17-05734,Tornitura,A20,RIS14,3.00,0.00
ART0001830,BUDGET,ODP17-05734,Fresatura,A30,RIS7,1.75,6.00
ART0001772,BUDGET,ODP17-05348,Fresatura,A30,RIS7,2.75,10.00
ART0002747,BUDGET,ODP17-06374,Fresatura,A30,RIS7,1.00,1.00
ART0002142,BUDGET,ODP17-06376,Fresatura,A30,RIS7,0.75,1.00
ART0004726,BUDGET,ODP17-06606,Fresatura,A30,RIS9,0.75,3.00
ART0001880,BUDGET,ODP17-07318,Tornitura,A20,RIS14,3.00,3.00
ART0001942,BUDGET,ODP17-07834,Tornitura,A20,RIS14,2.00,2.00
ART0001942,BUDGET,ODP17-07834,Tornitura,A20,RIS14,2.00,0.00
ART0001942,BUDGET,ODP17-07834,Tornitura,A20,RIS14,1.00,0.00
ART0001913,BUDGET,ODP17-07201,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001913,BUDGET,ODP17-05735,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004727,BUDGET,ODP17-06606,Fresatura,A30,RIS9,1.75,3.00
ART0004724,BUDGET,ODP17-06606,Fresatura,A30,RIS9,1.75,3.00
ART0004725,BUDGET,ODP17-06606,Fresatura,A30,RIS9,1.75,3.00
ART0003642,BUDGET,ODP17-06015,Tornitura,A20,RIS14,2.00,22.00
ART0003642,BUDGET,ODP17-06015,Brocciatura / stozzatrice,A33,RIS13,0.75,22.00
ART0003642,BUDGET,ODP17-06015,Controllo qualità,CQ,RIS16,0.00,22.00
ART0000786,BUDGET,ODP17-05735,Montaggio,A40,RIS4,0.50,1.00
ART0000786,BUDGET,ODP17-07201,Montaggio,A40,RIS4,0.50,1.00
ART0000786,BUDGET,ODP17-07201,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000786,BUDGET,ODP17-05735,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001942,BUDGET,ODP17-07834,Fresatura,A30,RIS7,2.00,0.00
ART0005030,BUDGET,ODP17-03939,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005029,BUDGET,ODP17-05182,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000812,BUDGET,ODP17-05185,Montaggio,A40,RIS4,2.00,2.00
ART0000812,BUDGET,ODP17-05185,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003610,BUDGET,ODP17-06015,Controllo qualità,CQ,RIS16,0.00,180.00
ART0001174,BUDGET,ODP17-06127,Tornitura,A20,RIS2,3.00,2.00
ART0002494,BUDGET,ODP17-06127,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002938,BUDGET,ODP17-06374,Tornitura,A20,RIS2,0.50,1.00
ART0002949,BUDGET,ODP17-06374,Tornitura,A20,RIS2,2.00,1.00
ART0001942,BUDGET,ODP17-07834,Fresatura,A30,RIS7,1.75,2.00
ART0002141,BUDGET,ODP17-06376,Tornitura,A20,RIS14,1.50,1.00
ART0002141,BUDGET,ODP17-06376,Tornitura,A20,RIS14,1.00,1.00
ART0002949,BUDGET,ODP17-06374,Tornitura,A20,RIS2,2.00,0.00
ART0001587,BUDGET,ODP17-07203,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002141,BUDGET,ODP17-06376,Fresatura,A30,RIS7,1.00,1.00
ART0002949,BUDGET,ODP17-06374,Fresatura,A30,RIS7,1.75,1.00
ART0001174,BUDGET,ODP17-06127,Tornitura,A20,RIS2,3.50,0.00
ART0002938,BUDGET,ODP17-06374,Tornitura,A20,RIS2,3.00,0.00
ART0002210,BUDGET,ODP17-07203,Fresatura,A30,RIS7,0.50,5.00
ART0002938,BUDGET,ODP17-06374,Tornitura,A20,RIS2,0.50,0.00
ART0000748,BUDGET,ODP17-05535,Montaggio,A40,RIS4,5.00,50.00
ART0000748,BUDGET,ODP17-05535,Controllo qualità,CQ,RIS16,0.00,50.00
ART0001174,BUDGET,ODP17-06127,Fresatura,A30,RIS9,1.00,2.00
ART0002938,BUDGET,ODP17-06374,Fresatura,A30,RIS7,0.50,1.00
ART0001886,BUDGET,ODP17-06375,Controllo qualità,CQ,RIS16,0.00,15.00
ART0001880,BUDGET,ODP17-07318,Fresatura,A30,RIS7,1.75,3.00
ART0002210,BUDGET,ODP17-07203,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001772,BUDGET,ODP17-05348,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001830,BUDGET,ODP17-05734,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000043,BUDGET,ODP17-05342,Tornitura,A20,RIS2,1.50,2.00
ART0000043,BUDGET,ODP17-05342,Tornitura,A20,RIS2,3.00,0.00
ART0001908,BUDGET,ODP17-07396,Tornitura,A20,RIS14,5.00,30.00
ART0001908,BUDGET,ODP17-07396,Tornitura,A20,RIS14,1.00,30.00
ART0001908,BUDGET,ODP17-07396,Fresatura,A30,RIS7,1.00,0.00
ART0002747,BUDGET,ODP17-06374,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002142,BUDGET,ODP17-06376,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000125,BUDGET,ODP17-02966,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000018,BUDGET,ODP17-05342,Tornitura,A20,RIS2,1.00,2.00
ART0002897,BUDGET,ODP17-06376,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001593,BUDGET,ODP17-08038,Tornitura,A20,RIS13,0.50,4.00
ART0001593,BUDGET,ODP17-08038,Fresatura,A30,RIS13,0.17,4.00
ART0000041,BUDGET,ODP17-05342,Tornitura,A20,RIS14,3.00,4.00
ART0000041,BUDGET,ODP17-05342,Tornitura,A20,RIS14,1.50,0.00
ART0000042,BUDGET,ODP17-05342,Tornitura,A20,RIS14,5.00,4.00
ART0001908,BUDGET,ODP17-07396,Fresatura,A30,RIS7,8.25,30.00
ART0000758,BUDGET,ODP17-05348,Montaggio,A40,RIS4,2.50,10.00
ART0000041,BUDGET,ODP17-05342,Fresatura,A30,RIS7,1.25,4.00
ART0004727,BUDGET,ODP17-06606,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004725,BUDGET,ODP17-06606,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004724,BUDGET,ODP17-06606,Controllo qualità,CQ,RIS16,0.00,3.00
ART0005136,BUDGET,ODP17-07463,Tornitura,A20,RIS13,1.50,8.00
ART0005136,BUDGET,ODP17-07463,Controllo qualità,CQ,RIS16,0.00,8.00
ART0004726,BUDGET,ODP17-06606,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001778,BUDGET,ODP17-06373,Tornitura,A20,RIS14,2.00,2.00
ART0001514,BUDGET,ODP17-05734,Tornitura,A20,RIS14,1.00,6.00
ART0001514,BUDGET,ODP17-05734,Tornitura,A20,RIS14,0.50,6.00
ART0000042,BUDGET,ODP17-05342,Fresatura,A30,RIS7,3.50,4.00
ART0002360,BUDGET,ODP17-07202,Tornitura,A20,RIS2,2.50,2.00
ART0001514,BUDGET,ODP17-05734,Fresatura,A30,RIS7,2.00,6.00
ART0001778,BUDGET,ODP17-06373,Fresatura,A30,RIS7,0.75,2.00
ART0003609,BUDGET,ODP17-06015,Tornitura,A20,RIS11,1.00,22.00
ART0003609,BUDGET,ODP17-06015,Tornitura,A20,RIS2,4.00,0.00
ART0003940,BUDGET,ODP17-06605,Tornitura,A20,RIS1,6.00,0.00
ART0002360,BUDGET,ODP17-07202,Saldatura,A11,RIS13,0.67,2.00
ART0003609,BUDGET,ODP17-06015,Fresatura,A30,RIS7,1.50,22.00
ART0003609,BUDGET,ODP17-06015,Controllo qualità,CQ,RIS16,0.00,22.00
ART0002360,BUDGET,ODP17-07202,Tornitura,A20,RIS2,3.25,0.00
ART0003940,BUDGET,ODP17-06605,Tornitura,A20,RIS1,5.00,4.00
ART0002938,BUDGET,ODP17-06374,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002949,BUDGET,ODP17-06374,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002360,BUDGET,ODP17-07202,Fresatura,A30,RIS7,2.00,0.00
ART0000853,BUDGET,ODP17-02480,Montaggio,A40,RIS4,2.50,15.00
ART0001945,BUDGET,ODP17-08042,Tornitura,A20,RIS14,3.50,1.00
ART0002360,BUDGET,ODP17-07202,Fresatura,A30,RIS7,0.50,2.00
ART0001940,BUDGET,ODP17-07204,Tornitura,A20,RIS2,0.00,0.00
ART0001940,BUDGET,ODP17-07204,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001890,BUDGET,ODP17-06373,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000018,BUDGET,ODP17-05342,Fresatura,A30,RIS7,0.75,2.00
ART0000043,BUDGET,ODP17-05342,Fresatura,A30,RIS7,0.00,0.25
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS9,4.00,0.00
ART0001866,BUDGET,ODP17-08040,Tornitura,A20,RIS1,4.00,0.00
ART0001154,BUDGET,ODP17-07895,Tornitura,A20,RIS13,4.00,50.00
ART0001154,BUDGET,ODP17-07895,Rettifica,A34,RIS13,2.50,50.00
ART0000043,BUDGET,ODP17-05342,Fresatura,A30,RIS7,0.25,2.00
ART0000043,BUDGET,ODP17-05342,Brocciatura / stozzatrice,A33,RIS13,0.50,2.00
ART0000018,BUDGET,ODP17-05342,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000043,BUDGET,ODP17-05342,Tornitura,A20,RIS2,0.00,0.00
ART0000043,BUDGET,ODP17-05342,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000042,BUDGET,ODP17-05342,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000041,BUDGET,ODP17-05342,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002112,BUDGET,ODP17-08436,Tornitura,A20,RIS13,0.33,6.00
ART0000456,BUDGET,ODP17-04656,Fresatura,A30,RIS7,1.75,0.00
ART0001778,BUDGET,ODP17-06373,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001514,BUDGET,ODP17-05734,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001946,BUDGET,ODP17-08400,Tornitura,A20,RIS2,4.00,1.00
ART0002112,BUDGET,ODP17-08436,Controllo qualità,CQ,RIS16,0.00,6.00
ART0003940,BUDGET,ODP17-06605,Fresatura,A30,RIS9,5.00,0.00
ART0001866,BUDGET,ODP17-08040,Tornitura,A20,RIS1,5.00,0.00
ART0000811,BUDGET,ODP17-07204,Montaggio,A40,RIS4,1.50,4.00
ART0001866,BUDGET,ODP17-08040,Tornitura,A20,RIS1,3.00,0.00
ART0001741,BUDGET,ODP17-08124,Tornitura,A20,RIS14,2.00,2.00
ART0000811,BUDGET,ODP17-07204,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000811,BUDGET,ODP17-05734,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000456,BUDGET,ODP17-04656,Fresatura,A30,RIS7,0.08,10.00
ART0001433,BUDGET,ODP17-07895,Tornitura,A20,RIS14,2.00,22.00
ART0000456,BUDGET,ODP17-04656,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001946,BUDGET,ODP17-08400,Tornitura,A20,RIS2,2.75,0.00
ART0001741,BUDGET,ODP17-08124,Fresatura,A30,RIS7,1.75,2.00
ART0001590,BUDGET,ODP17-07896,Tornitura,A20,RIS13,1.50,12.00
ART0001866,BUDGET,ODP17-08040,Tornitura,A20,RIS1,5.00,18.00
ART0001866,BUDGET,ODP17-08040,Fresatura,A30,RIS1,0.00,0.00
ART0001945,BUDGET,ODP17-08042,Fresatura,A30,RIS7,0.50,0.00
ART0000780,BUDGET,ODP17-06373,Montaggio,A40,RIS4,1.00,2.00
ART0000697,BUDGET,ODP17-07536,Tornitura,A20,RIS13,1.50,2.00
ART0000697,BUDGET,ODP17-07536,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000780,BUDGET,ODP17-06373,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001945,BUDGET,ODP17-08042,Fresatura,A30,RIS7,2.00,1.00
ART0002530,BUDGET,ODP17-07896,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002360,BUDGET,ODP17-07202,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000642,BUDGET,ODP17-07536,Fresatura,A30,RIS9,3.50,5.00
ART0001588,BUDGET,ODP17-08436,Tornitura,A20,RIS13,0.50,6.00
ART0001047,BUDGET,ODP17-07949,Fresatura,A30,RIS9,1.00,0.00
ART0000848,BUDGET,ODP17-06375,Controllo qualità,CQ,RIS16,0.00,15.00
ART0005030,BUDGET,ODP17-07205,Tornitura,A20,RIS2,6.00,2.00
ART0001047,BUDGET,ODP17-07949,Fresatura,A30,RIS9,1.50,2.00
ART0001866,BUDGET,ODP17-08040,Tornitura,A20,RIS1,2.00,0.00
ART0000642,BUDGET,ODP17-07536,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000325,BUDGET,ODP17-05343,Fresatura,A30,RIS7,0.50,5.00
ART0002214,BUDGET,ODP17-08124,Tornitura,A20,RIS13,2.00,2.00
ART0000323,BUDGET,ODP17-05343,Fresatura,A30,RIS7,1.25,5.00
ART0002214,BUDGET,ODP17-08124,Fresatura,A30,RIS7,0.50,2.00
ART0005030,BUDGET,ODP17-07205,Tornitura,A20,RIS2,4.50,0.00
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS7,0.50,0.00
ART0001768,BUDGET,ODP17-07318,Fresatura,A30,RIS7,1.00,3.00
ART0005028,BUDGET,ODP17-06162,Fresatura,A30,RIS7,0.75,0.00
ART0001154,BUDGET,ODP17-07895,Controllo qualità,CQ,RIS16,0.00,50.00
ART0001873,BUDGET,ODP17-08762,Tornitura,A20,RIS14,1.00,5.00
ART0001873,BUDGET,ODP17-08762,Tornitura,A20,RIS14,2.50,0.00
ART0005028,BUDGET,ODP17-06162,Fresatura,A30,RIS7,3.50,3.00
ART0001590,BUDGET,ODP17-07896,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001433,BUDGET,ODP17-07895,Controllo qualità,CQ,RIS16,0.00,22.00
ART0001117,BUDGET,ODP17-08197,Tornitura,A20,RIS2,8.50,8.00
ART0001873,BUDGET,ODP17-08762,Fresatura,A30,RIS7,1.00,0.00
ART0001946,BUDGET,ODP17-08400,Fresatura,A30,RIS1,5.00,1.00
ART0000324,BUDGET,ODP17-05343,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000323,BUDGET,ODP17-05343,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001117,BUDGET,ODP17-08197,Fresatura,A30,RIS7,0.00,1.25
ART0001873,BUDGET,ODP17-08762,Fresatura,A30,RIS7,4.25,5.00
ART0001117,BUDGET,ODP17-08197,Fresatura,A30,RIS7,1.25,0.00
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS9,1.00,0.00
ART0000325,BUDGET,ODP17-05343,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000116,BUDGET,ODP17-05181,Fresatura,A30,RIS7,2.50,0.00
ART0005034,BUDGET,ODP17-08618,Tornitura,A20,RIS14,0.50,2.00
ART0005034,BUDGET,ODP17-08618,Tornitura,A20,RIS14,0.50,0.00
ART0005035,BUDGET,ODP17-08618,Tornitura,A20,RIS14,1.00,2.00
ART0005035,BUDGET,ODP17-08618,Tornitura,A20,RIS14,1.00,0.00
ART0005036,BUDGET,ODP17-08618,Tornitura,A20,RIS14,4.00,16.00
ART0005036,BUDGET,ODP17-08618,Tornitura,A20,RIS14,3.00,0.00
ART0005037,BUDGET,ODP17-08618,Tornitura,A20,RIS14,1.50,16.00
ART0005037,BUDGET,ODP17-08618,Tornitura,A20,RIS14,2.50,0.00
ART0001946,BUDGET,ODP17-08400,Fresatura,A30,RIS1,8.00,0.00
ART0001946,BUDGET,ODP17-08400,Fresatura,A30,RIS1,4.00,0.00
ART0001908,BUDGET,ODP17-07396,Controllo qualità,CQ,RIS16,0.00,30.00
ART0001741,BUDGET,ODP17-08124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003989,BUDGET,ODP17-06372,Tornitura,A20,RIS4,1.25,1.00
ART0001946,BUDGET,ODP17-08400,Fresatura,A30,RIS9,1.00,0.00
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS9,3.50,0.00
ART0001117,BUDGET,ODP17-08197,Tornitura,A20,RIS1,5.00,0.00
ART0001788,BUDGET,ODP17-08762,Tornitura,A20,RIS14,8.00,5.00
ART0001946,BUDGET,ODP17-08400,Fresatura,A30,RIS9,1.00,0.00
ART0000116,BUDGET,ODP17-05181,Fresatura,A30,RIS7,0.75,3.00
ART0005034,BUDGET,ODP17-08618,Fresatura,A30,RIS7,0.50,2.00
ART0005037,BUDGET,ODP17-08618,Fresatura,A30,RIS7,1.25,16.00
ART0001117,BUDGET,ODP17-08197,Tornitura,A20,RIS1,2.50,0.00
ART0001942,BUDGET,ODP17-07834,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001768,BUDGET,ODP17-07318,Controllo qualità,CQ,RIS16,0.00,3.00
ART0003982,BUDGET,ODP17-06372,Tornitura,A20,RIS1,0.75,1.00
ART0001047,BUDGET,ODP17-07949,Saldatura,A11,RIS13,0.50,2.00
ART0001047,BUDGET,ODP17-07949,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000811,BUDGET,ODP17-07204,Montaggio,A40,RIS4,1.00,2.00
ART0001277,BUDGET,ODP17-08124,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002214,BUDGET,ODP17-08124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001520,BUDGET,ODP17-07948,Tornitura,A20,RIS1,0.50,1.00
ART0001520,BUDGET,ODP17-07948,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001799,BUDGET,ODP17-07396,Tornitura,A20,RIS14,7.50,30.00
ART0001799,BUDGET,ODP17-07396,Tornitura,A20,RIS14,1.50,0.00
ART0001117,BUDGET,ODP17-08197,Fresatura,A30,RIS9,4.00,0.00
ART0005036,BUDGET,ODP17-08618,Fresatura,A30,RIS7,1.25,16.00
ART0005035,BUDGET,ODP17-08618,Fresatura,A30,RIS7,0.75,2.00
ART0000772,BUDGET,ODP17-07318,Montaggio,A40,RIS4,0.75,2.00
ART0002444,BUDGET,ODP17-08125,Tornitura,A20,RIS2,3.75,5.00
ART0002444,BUDGET,ODP17-08125,Fresatura,A30,RIS7,0.50,5.00
ART0002048,BUDGET,ODP17-08125,Tornitura,A20,RIS14,1.00,5.00
ART0001788,BUDGET,ODP17-08762,Fresatura,A30,RIS7,3.00,0.00
ART0002739,BUDGET,ODP17-07900,Tornitura,A20,RIS2,0.50,0.00
ART0002740,BUDGET,ODP17-07396,Tornitura,A20,RIS2,4.25,0.00
ART0005037,BUDGET,ODP17-08618,Controllo qualità,CQ,RIS16,0.00,16.00
ART0005036,BUDGET,ODP17-08618,Controllo qualità,CQ,RIS16,0.00,16.00
ART0005035,BUDGET,ODP17-08618,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005034,BUDGET,ODP17-08618,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004099,BUDGET,ODP17-06605,Montaggio,A40,RIS4,2.00,1.00
ART0004099,BUDGET,ODP17-06605,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002739,BUDGET,ODP17-07900,Tornitura,A20,RIS2,1.00,7.00
ART0001788,BUDGET,ODP17-08762,Fresatura,A30,RIS7,3.00,5.00
ART0002048,BUDGET,ODP17-08125,Fresatura,A30,RIS7,0.25,5.00
ART0002739,BUDGET,ODP17-07900,Fresatura,A30,RIS7,2.00,7.00
ART0002740,BUDGET,ODP17-07396,Tornitura,A20,RIS2,5.50,47.00
ART0001832,BUDGET,ODP17-07834,Fresatura,A30,RIS7,1.75,2.00
ART0005028,BUDGET,ODP17-06162,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001866,BUDGET,ODP17-08040,Brocciatura / stozzatrice,A33,RIS1,0.50,18.00
ART0002909,BUDGET,ODP17-08125,Fresatura,A30,RIS7,1.00,5.00
ART0000752,BUDGET,ODP17-08435,Montaggio,A40,RIS4,1.50,6.00
ART0002867,BUDGET,ODP17-08125,Fresatura,A30,RIS7,3.25,5.00
ART0000752,BUDGET,ODP17-08435,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001164,BUDGET,ODP17-08616,Tornitura,A20,RIS2,1.00,0.00
ART0000788,BUDGET,ODP17-08662,Montaggio,A40,RIS4,0.50,1.00
ART0000788,BUDGET,ODP17-08662,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000805,BUDGET,ODP17-08037,Montaggio,A40,RIS4,0.50,1.00
ART0001164,BUDGET,ODP17-08616,Tornitura,A20,RIS2,3.00,3.00
ART0002740,BUDGET,ODP17-07396,Fresatura,A30,RIS7,0.50,0.00
ART0003160,BUDGET,ODP17-08038,Tornitura,A20,RIS2,1.25,1.00
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS9,1.00,0.00
ART0002148,BUDGET,ODP17-08860,Tornitura,A20,RIS14,2.00,6.00
ART0002148,BUDGET,ODP17-08860,Tornitura,A20,RIS14,1.50,0.00
ART0003160,BUDGET,ODP17-08038,Tornitura,A20,RIS2,1.00,0.00
ART0002271,BUDGET,ODP17-08763,Tornitura,A20,RIS14,2.00,3.00
ART0001799,BUDGET,ODP17-07396,Fresatura,A30,RIS9,4.75,30.00
ART0005109,BUDGET,ODP17-08620,Tornitura,A20,RIS14,2.00,4.00
ART0001164,BUDGET,ODP17-08616,Fresatura,A30,RIS9,1.00,3.00
ART0001427,BUDGET,ODP17-08436,Tornitura,A20,RIS2,0.50,12.00
ART0002740,BUDGET,ODP17-07396,Fresatura,A30,RIS9,0.50,0.00
ART0002740,BUDGET,ODP17-07396,Fresatura,A30,RIS7,3.75,47.00
ART0002271,BUDGET,ODP17-08763,Fresatura,A30,RIS9,1.25,0.00
ART0002271,BUDGET,ODP17-08763,Fresatura,A30,RIS9,1.25,3.00
ART0002370,BUDGET,ODP17-08917,Fresatura,A30,RIS9,0.25,1.00
ART0002148,BUDGET,ODP17-08860,Fresatura,A30,RIS7,2.00,6.00
ART0003202,BUDGET,ODP17-08998,Fresatura,A30,RIS9,0.50,5.00
ART0001164,BUDGET,ODP17-08616,Tornitura,A20,RIS1,1.00,0.00
ART0001164,BUDGET,ODP17-08616,Saldatura,A11,RIS1,0.50,3.00
ART0001427,BUDGET,ODP17-08436,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001759,BUDGET,ODP17-08040,Fresatura,A30,RIS7,4.25,16.00
ART0000851,BUDGET,ODP17-07396,Montaggio,A40,RIS4,2.50,15.00
ART0000851,BUDGET,ODP17-07396,Controllo qualità,CQ,RIS16,0.00,15.00
ART0002608,BUDGET,ODP17-08400,Tornitura,A20,RIS2,3.50,1.00
ART0001759,BUDGET,ODP17-08040,Controllo qualità,CQ,RIS16,0.00,16.00
ART0001866,BUDGET,ODP17-08040,Controllo qualità,CQ,RIS16,0.00,17.00
ART0002107,BUDGET,ODP17-08862,Fresatura,A30,RIS7,1.00,12.00
ART0002107,BUDGET,ODP17-08862,Tornitura,A20,RIS14,1.25,12.00
