Nr. movimento,Budget/cons,Tipo movimento,Codice MP,Tipo origine,Nr articolo,Nr. documento,Quantità MP impiegata,Importo costo (TOTALE)
32417,BUDGET,Consumo,ART0001387,Articolo,ART0000783,ODP17-09806,2.00,6.04
32418,BUDGET,Consumo,ART0005139,Articolo,ART0000783,ODP17-09806,2.00,0.64
32419,BUDGET,Consumo,ART0003831,Articolo,ART0000783,ODP17-09806,6.00,17.25
32420,BUDGET,Consumo,ART0002504,Articolo,ART0000783,ODP17-09806,2.00,59.17
32421,BUDGET,Consumo,ART0005161,Articolo,ART0001898,ODP17-09806,575.00,78.73
32434,BUDGET,Consumo,ART0005341,Articolo,ART0002195,ODP17-10287,100.00,3.20
32435,BUDGET,Consumo,ART0005154,Articolo,ART0002517,ODP17-10287,16.00,0.89
32519,BUDGET,Consumo,ART0005835,Articolo,ART0001872,ODP17-10288,3000.00,0.00
32523,BUDGET,Consumo,ART0005537,Articolo,ART0005136,ODP17-11842,208.00,0.69
32629,BUDGET,Consumo,ART0005762,Articolo,ART0002531,ODP17-10493,75.00,17.84
32638,BUDGET,Consumo,ART0005247,Articolo,ART0001261,ODP17-10448,110.00,0.26
32641,BUDGET,Consumo,ART0005247,Articolo,ART0001263,ODP17-10448,185.00,0.44
32644,BUDGET,Consumo,ART0005296,Articolo,ART0001587,ODP17-10448,450.00,0.17
32645,BUDGET,Consumo,ART0005232,Articolo,ART0002598,ODP17-10448,50.00,5.48
32649,BUDGET,Consumo,ART0005168,Articolo,ART0002886,ODP17-10448,110.00,10.01
32650,BUDGET,Consumo,ART0005675,Articolo,ART0003164,ODP17-10448,190.00,7.90
32652,BUDGET,Consumo,ART0001082,Articolo,ART0001252,ODP17-10449,540.00,10.77
32653,BUDGET,Consumo,ART0005277,Articolo,ART0001497,ODP17-10449,16.00,15.01
32654,BUDGET,Consumo,ART0005325,Articolo,ART0001653,ODP17-10449,1080.00,5.29
32656,BUDGET,Consumo,ART0005249,Articolo,ART0002271,ODP17-10449,180.00,12.55
32658,BUDGET,Consumo,ART0005165,Articolo,ART0002829,ODP17-10449,120.00,75.12
32659,BUDGET,Consumo,ART0005383,Articolo,ART0002918,ODP17-10449,50.00,29.58
32660,BUDGET,Consumo,ART0005383,Articolo,ART0002919,ODP17-10449,42.00,24.85
32661,BUDGET,Consumo,ART0005190,Articolo,ART0003309,ODP17-10449,104.00,10.12
32662,BUDGET,Consumo,ART0005190,Articolo,ART0003310,ODP17-10449,36.00,3.50
32691,BUDGET,Consumo,ART0005493,Articolo,ART0001276,ODP17-10510,135.00,0.36
32697,BUDGET,Consumo,ART0001950,Articolo,ART0000830,ODP17-09770,1.00,659.43
32698,BUDGET,Consumo,ART0001840,Articolo,ART0000830,ODP17-09770,1.00,339.64
32699,BUDGET,Consumo,ART0001985,Articolo,ART0000830,ODP17-09770,1.00,38.84
32700,BUDGET,Consumo,ART0002124,Articolo,ART0000830,ODP17-09770,2.00,16.50
32701,BUDGET,Consumo,ART0005839,Articolo,ART0000830,ODP17-09770,1.00,0.32
32702,BUDGET,Consumo,ART0003834,Articolo,ART0000830,ODP17-09770,7.00,36.23
32703,BUDGET,Consumo,ART0005301,Articolo,ART0000830,ODP17-09770,1.00,0.00
32704,BUDGET,Consumo,ART0005840,Articolo,ART0000830,ODP17-09770,1.00,0.00
32705,BUDGET,Consumo,ART0005721,Articolo,ART0001950,ODP17-09770,1.00,9.50
32706,BUDGET,Consumo,ART0005411,Articolo,ART0001950,ODP17-09770,250.00,24.93
32707,BUDGET,Consumo,ART0005204,Articolo,ART0001840,ODP17-09770,235.00,52.14
32723,BUDGET,Consumo,ART0001882,Articolo,ART0000849,ODP17-09766,1.00,211.74
32724,BUDGET,Consumo,ART0001777,Articolo,ART0000849,ODP17-09766,1.00,79.34
32725,BUDGET,Consumo,ART0001398,Articolo,ART0000849,ODP17-09766,1.00,4.23
32726,BUDGET,Consumo,ART0001399,Articolo,ART0000849,ODP17-09766,1.00,4.23
32727,BUDGET,Consumo,ART0005843,Articolo,ART0000849,ODP17-09766,2.00,0.00
32728,BUDGET,Consumo,ART0005226,Articolo,ART0000849,ODP17-09766,1.00,0.01
32729,BUDGET,Consumo,ART0002503,Articolo,ART0000849,ODP17-09766,1.00,22.54
32730,BUDGET,Consumo,ART0005437,Articolo,ART0000849,ODP17-09766,1.00,0.56
32731,BUDGET,Consumo,ART0005824,Articolo,ART0001882,ODP17-09766,210.00,28.98
32732,BUDGET,Consumo,ART0005168,Articolo,ART0001777,ODP17-09766,158.00,14.38
32733,BUDGET,Consumo,ART0005172,Articolo,ART0000555,ODP17-11006,80.00,1.33
32832,BUDGET,Consumo,ART0001758,Articolo,ART0000753,ODP17-10508,10.00,329.55
32833,BUDGET,Consumo,ART0001872,Articolo,ART0000753,ODP17-10508,10.00,1162.38
32834,BUDGET,Consumo,ART0001425,Articolo,ART0000753,ODP17-10508,20.00,20.58
32835,BUDGET,Consumo,ART0005140,Articolo,ART0000753,ODP17-10508,30.00,51.75
32836,BUDGET,Consumo,ART0005141,Articolo,ART0000753,ODP17-10508,10.00,5.13
32837,BUDGET,Consumo,ART0003840,Articolo,ART0000753,ODP17-10508,20.00,130.60
32838,BUDGET,Consumo,ART0005348,Articolo,ART0001872,ODP17-10508,2500.00,62.33
32839,BUDGET,Consumo,ART0002358,Articolo,ART0002370,ODP17-10634,1.00,35.34
32841,BUDGET,Consumo,ART0005635,Articolo,ART0002755,ODP17-10634,195.00,23.02
32842,BUDGET,Consumo,ART0001073,Articolo,ART0002628,ODP17-11007,30.00,2.59
32843,BUDGET,Consumo,ART0005844,Articolo,ART0001219,ODP17-10446,290.00,9.77
32845,BUDGET,Consumo,ART0005846,Articolo,ART0001612,ODP17-10446,1067.00,0.02
32847,BUDGET,Consumo,ART0005411,Articolo,ART0002240,ODP17-10446,86.00,7.80
32848,BUDGET,Consumo,ART0005847,Articolo,ART0002452,ODP17-10446,400.00,61.50
32849,BUDGET,Consumo,ART0005161,Articolo,ART0002555,ODP17-10446,60.00,8.22
32850,BUDGET,Consumo,ART0005635,Articolo,ART0002556,ODP17-10446,56.00,6.61
32852,BUDGET,Consumo,ART0005460,Articolo,ART0002968,ODP17-10446,40.00,15.62
32853,BUDGET,Consumo,ART0005460,Articolo,ART0002969,ODP17-10446,30.00,11.72
32855,BUDGET,Consumo,ART0005158,Articolo,ART0001185,ODP17-10614,860.00,46.78
32856,BUDGET,Consumo,ART0001076,Articolo,ART0002866,ODP17-10614,460.00,158.70
32859,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-10489,15.00,2171.35
32860,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-10489,15.00,461.40
32861,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-10489,15.00,0.00
32862,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-10489,15.00,0.00
32863,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-10489,30.00,86.10
32864,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-10489,15.00,5.46
32865,BUDGET,Consumo,ART0005160,Articolo,ART0001866,ODP17-10489,3400.00,745.12
32866,BUDGET,Consumo,ART0005227,Articolo,ART0001759,ODP17-10489,1500.00,115.20
32867,BUDGET,Consumo,ART0005848,Articolo,ART0000121,ODP17-09469,16.00,61.92
32879,BUDGET,Consumo,ART0005851,Articolo,ART0004375,ODP17-10737,720.00,17.84
32885,BUDGET,Consumo,ART0005632,Articolo,ART0002498,ODP17-10422,1.00,8.00
32959,BUDGET,Consumo,ART0005855,Articolo,ART0004659,ODP17-10509,15240.00,33.87
32960,BUDGET,Consumo,ART0005856,Articolo,ART0004660,ODP17-10509,1440.00,44.35
32962,BUDGET,Consumo,ART0005685,Articolo,ART0004717,ODP17-10509,1690.00,8.45
32964,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-13288,32.00,0.00
32966,BUDGET,Consumo,ART0005813,Articolo,ART0002423,ODP17-10424,725.00,0.89
32967,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-11971,2.00,0.00
32968,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-11971,2.00,0.00
33014,BUDGET,Consumo,ART0005863,Articolo,ART0005136,ODP17-11970,6.00,0.00
33015,BUDGET,Consumo,ART0005470,Articolo,ART0005136,ODP17-11970,50.00,0.00
33016,BUDGET,Consumo,ART0005864,Articolo,ART0004392,ODP17-10822,30.00,294.00
33018,BUDGET,Consumo,ART0005667,Articolo,ART0004420,ODP17-11293,132.00,5.49
33188,BUDGET,Consumo,ART0001921,Articolo,ART0000752,ODP17-11884,6.00,640.77
33189,BUDGET,Consumo,ART0001811,Articolo,ART0000752,ODP17-11884,6.00,640.73
33190,BUDGET,Consumo,ART0001409,Articolo,ART0000752,ODP17-11884,6.00,12.66
33191,BUDGET,Consumo,ART0005242,Articolo,ART0000752,ODP17-11884,12.00,15.36
33192,BUDGET,Consumo,ART0005283,Articolo,ART0000752,ODP17-11884,6.00,0.52
33193,BUDGET,Consumo,ART0005284,Articolo,ART0000752,ODP17-11884,6.00,0.00
33194,BUDGET,Consumo,ART0005150,Articolo,ART0000752,ODP17-11884,6.00,0.00
33205,BUDGET,Consumo,ART0001935,Articolo,ART0000796,ODP17-10503,1.00,361.12
33206,BUDGET,Consumo,ART0001825,Articolo,ART0000796,ODP17-10503,1.00,137.10
33207,BUDGET,Consumo,ART0003832,Articolo,ART0000796,ODP17-10503,3.00,8.61
33208,BUDGET,Consumo,ART0005840,Articolo,ART0000796,ODP17-10503,1.00,0.00
33209,BUDGET,Consumo,ART0005152,Articolo,ART0000796,ODP17-10503,1.00,0.00
33210,BUDGET,Consumo,ART0005232,Articolo,ART0001935,ODP17-10503,170.00,18.62
33211,BUDGET,Consumo,ART0005227,Articolo,ART0001825,ODP17-10503,86.00,6.60
33212,BUDGET,Consumo,ART0001929,Articolo,ART0000788,ODP17-10688,1.00,198.56
33213,BUDGET,Consumo,ART0001820,Articolo,ART0000788,ODP17-10688,1.00,71.68
33214,BUDGET,Consumo,ART0005137,Articolo,ART0000788,ODP17-10688,1.00,0.00
33215,BUDGET,Consumo,ART0005138,Articolo,ART0000788,ODP17-10688,1.00,0.00
33216,BUDGET,Consumo,ART0005139,Articolo,ART0000788,ODP17-10688,1.00,0.32
33217,BUDGET,Consumo,ART0003831,Articolo,ART0000788,ODP17-10688,2.00,5.75
33220,BUDGET,Consumo,ART0001929,Articolo,ART0000788,ODP17-11316,1.00,198.56
33221,BUDGET,Consumo,ART0001820,Articolo,ART0000788,ODP17-11316,1.00,71.68
33222,BUDGET,Consumo,ART0005137,Articolo,ART0000788,ODP17-11316,1.00,0.00
33223,BUDGET,Consumo,ART0005138,Articolo,ART0000788,ODP17-11316,1.00,0.00
33224,BUDGET,Consumo,ART0005139,Articolo,ART0000788,ODP17-11316,1.00,0.32
33225,BUDGET,Consumo,ART0003831,Articolo,ART0000788,ODP17-11316,2.00,5.75
33231,BUDGET,Consumo,ART0001085,Articolo,ART0001767,ODP17-10735,270.00,33.40
33233,BUDGET,Consumo,ART0001880,Articolo,ART0000772,ODP17-11317,1.00,163.82
33234,BUDGET,Consumo,ART0001768,Articolo,ART0000772,ODP17-11317,1.00,72.09
33235,BUDGET,Consumo,ART0005145,Articolo,ART0000772,ODP17-11317,1.00,0.00
33236,BUDGET,Consumo,ART0005137,Articolo,ART0000772,ODP17-11317,1.00,0.00
33237,BUDGET,Consumo,ART0003831,Articolo,ART0000772,ODP17-11317,3.00,8.63
33238,BUDGET,Consumo,ART0005146,Articolo,ART0000772,ODP17-11317,1.00,0.00
33239,BUDGET,Consumo,ART0001931,Articolo,ART0000826,ODP17-10501,3.00,1517.00
33240,BUDGET,Consumo,ART0001821,Articolo,ART0000826,ODP17-10501,3.00,610.73
33241,BUDGET,Consumo,ART0002554,Articolo,ART0000826,ODP17-10501,3.00,139.53
33242,BUDGET,Consumo,ART0002553,Articolo,ART0000826,ODP17-10501,3.00,123.15
33243,BUDGET,Consumo,ART0005301,Articolo,ART0000826,ODP17-10501,3.00,0.00
33244,BUDGET,Consumo,ART0005302,Articolo,ART0000826,ODP17-10501,3.00,0.00
33245,BUDGET,Consumo,ART0003834,Articolo,ART0000826,ODP17-10501,12.00,62.10
33246,BUDGET,Consumo,ART0005160,Articolo,ART0001931,ODP17-10501,705.00,154.50
33247,BUDGET,Consumo,ART0005649,Articolo,ART0001821,ODP17-10501,660.00,151.43
33248,BUDGET,Consumo,ART0005317,Articolo,ART0002554,ODP17-10501,78.00,4.20
33253,BUDGET,Consumo,ART0001913,Articolo,ART0000786,ODP17-10757,3.00,859.74
33254,BUDGET,Consumo,ART0001786,Articolo,ART0000786,ODP17-10757,3.00,149.66
33255,BUDGET,Consumo,ART0001391,Articolo,ART0000786,ODP17-10757,3.00,8.48
33256,BUDGET,Consumo,ART0001387,Articolo,ART0000786,ODP17-10757,3.00,9.07
33257,BUDGET,Consumo,ART0005139,Articolo,ART0000786,ODP17-10757,3.00,0.67
33258,BUDGET,Consumo,ART0003831,Articolo,ART0000786,ODP17-10757,9.00,25.88
33259,BUDGET,Consumo,ART0002504,Articolo,ART0000786,ODP17-10757,3.00,88.76
33260,BUDGET,Consumo,ART0001898,Articolo,ART0001913,ODP17-10757,3.00,707.24
33261,BUDGET,Consumo,ART0005148,Articolo,ART0001786,ODP17-10757,540.00,62.21
33409,BUDGET,Consumo,ART0005314,Articolo,ART0001575,ODP17-13201,2240.00,0.80
33411,BUDGET,Consumo,ART0005867,Articolo,ART0004889,ODP17-11123,3.00,40.00
33459,BUDGET,Consumo,ART0005634,Articolo,ART0001202,ODP17-11972,1.00,12.00
33460,BUDGET,Consumo,ART0005868,Articolo,ART0001202,ODP17-11972,430.00,65.23
33461,BUDGET,Consumo,ART0005727,Articolo,ART0001203,ODP17-11972,1.00,30.00
33462,BUDGET,Consumo,ART0005411,Articolo,ART0001203,ODP17-11972,480.00,43.52
33464,BUDGET,Consumo,ART0005231,Articolo,ART0002508,ODP17-11972,23.00,5.07
33465,BUDGET,Consumo,ART0005869,Articolo,ART0000157,ODP17-10507,1.00,45.00
33540,BUDGET,Consumo,ART0001080,Articolo,ART0005136,ODP17-10736,620.00,1.21
33541,BUDGET,Consumo,ART0005216,Articolo,ART0005136,ODP17-10736,2.00,0.00
33543,BUDGET,Consumo,ART0005209,Articolo,ART0000625,ODP17-10512,2400.00,145.00
33544,BUDGET,Consumo,ART0005373,Articolo,ART0000627,ODP17-10512,3125.00,123.97
33545,BUDGET,Consumo,ART0005211,Articolo,ART0000635,ODP17-10512,10.00,30.00
33546,BUDGET,Consumo,ART0005373,Articolo,ART0000639,ODP17-10512,950.00,34.44
33547,BUDGET,Consumo,ART0005287,Articolo,ART0000644,ODP17-10512,2971.00,89.43
33548,BUDGET,Consumo,ART0005871,Articolo,ART0000645,ODP17-10512,1300.00,158.66
33562,BUDGET,Consumo,ART0001940,Articolo,ART0000811,ODP17-10690,2.00,610.82
33563,BUDGET,Consumo,ART0001830,Articolo,ART0000811,ODP17-10690,2.00,142.19
33564,BUDGET,Consumo,ART0005261,Articolo,ART0000811,ODP17-10690,2.00,0.00
33565,BUDGET,Consumo,ART0005262,Articolo,ART0000811,ODP17-10690,2.00,0.00
33566,BUDGET,Consumo,ART0001514,Articolo,ART0000811,ODP17-10690,2.00,79.36
33567,BUDGET,Consumo,ART0003832,Articolo,ART0000811,ODP17-10690,10.00,28.70
33568,BUDGET,Consumo,ART0005461,Articolo,ART0000811,ODP17-10690,2.00,0.63
33569,BUDGET,Consumo,ART0005669,Articolo,ART0000811,ODP17-10690,2.00,0.97
33570,BUDGET,Consumo,ART0005872,Articolo,ART0001940,ODP17-10690,4.00,18.00
33571,BUDGET,Consumo,ART0005142,Articolo,ART0001940,ODP17-10690,800.00,48.12
33572,BUDGET,Consumo,ART0005227,Articolo,ART0001830,ODP17-10690,600.00,46.08
33573,BUDGET,Consumo,ART0005227,Articolo,ART0001514,ODP17-10690,172.00,13.21
33602,BUDGET,Consumo,ART0005857,Articolo,ART0004711,ODP17-10738,4200.00,44.66
33604,BUDGET,Consumo,ART0005873,Articolo,ART0004697,ODP17-10738,265.00,6.13
33673,BUDGET,Consumo,ART0001841,Articolo,ART0000845,ODP17-10699,1.00,418.74
33674,BUDGET,Consumo,ART0001951,Articolo,ART0000845,ODP17-10699,1.00,770.49
33675,BUDGET,Consumo,ART0005406,Articolo,ART0000845,ODP17-10699,1.00,0.00
33676,BUDGET,Consumo,ART0005407,Articolo,ART0000845,ODP17-10699,1.00,0.00
33677,BUDGET,Consumo,ART0002015,Articolo,ART0000845,ODP17-10699,1.00,74.08
33678,BUDGET,Consumo,ART0002070,Articolo,ART0000845,ODP17-10699,1.00,74.76
33679,BUDGET,Consumo,ART0003833,Articolo,ART0000845,ODP17-10699,4.00,24.38
33680,BUDGET,Consumo,ART0005408,Articolo,ART0000845,ODP17-10699,1.00,8.16
33681,BUDGET,Consumo,ART0005409,Articolo,ART0001841,ODP17-10699,260.00,88.09
33682,BUDGET,Consumo,ART0005797,Articolo,ART0001951,ODP17-10699,1.00,10.00
33683,BUDGET,Consumo,ART0005824,Articolo,ART0001951,ODP17-10699,280.00,40.49
33684,BUDGET,Consumo,ART0005409,Articolo,ART0002015,ODP17-10699,20.00,6.78
33685,BUDGET,Consumo,ART0005877,Articolo,ART0002070,ODP17-10699,23.00,2.26
33687,BUDGET,Consumo,ART0005878,Articolo,ART0003167,ODP17-12282,200.00,0.22
33688,BUDGET,Consumo,ART0005241,Articolo,ART0003167,ODP17-12282,100.00,0.45
33689,BUDGET,Consumo,ART0005739,Articolo,ART0003169,ODP17-12282,560.00,4.67
33690,BUDGET,Consumo,ART0005879,Articolo,ART0003169,ODP17-12282,4.00,72.00
33691,BUDGET,Consumo,ART0005880,Articolo,ART0004924,ODP17-12282,2745.00,80.91
33692,BUDGET,Consumo,ART0005857,Articolo,ART0004924,ODP17-12282,1260.00,13.40
33693,BUDGET,Consumo,ART0005537,Articolo,ART0004898,ODP17-12282,936.00,3.13
33694,BUDGET,Consumo,ART0005181,Articolo,ART0004901,ODP17-12282,624.00,3.44
33695,BUDGET,Consumo,ART0005488,Articolo,ART0004902,ODP17-12282,1560.00,106.70
33696,BUDGET,Consumo,ART0001082,Articolo,ART0004904,ODP17-12282,560.00,11.17
33697,BUDGET,Consumo,ART0005880,Articolo,ART0004919,ODP17-12282,915.00,26.97
33698,BUDGET,Consumo,ART0005857,Articolo,ART0004919,ODP17-12282,420.00,4.47
33699,BUDGET,Consumo,ART0005397,Articolo,ART0005136,ODP17-12518,420.00,11.19
33728,BUDGET,Consumo,ART0002358,Articolo,ART0002370,ODP17-13200,3.00,106.02
33739,BUDGET,Consumo,ART0005383,Articolo,ART0002747,ODP17-11230,150.00,88.73
33740,BUDGET,Consumo,ART0005682,Articolo,ART0002938,ODP17-11230,2.00,69.00
33741,BUDGET,Consumo,ART0005383,Articolo,ART0002938,ODP17-11230,30.00,17.75
33742,BUDGET,Consumo,ART0005383,Articolo,ART0002949,ODP17-11230,56.00,33.13
33795,BUDGET,Consumo,ART0005883,Articolo,ART0004656,ODP17-10514,1440.00,10.37
33798,BUDGET,Consumo,ART0005886,Articolo,ART0004689,ODP17-10514,725.00,19.94
33805,BUDGET,Consumo,ART0005888,Articolo,ART0004718,ODP17-10514,70.00,0.36
33806,BUDGET,Consumo,ART0005875,Articolo,ART0004737,ODP17-10514,600.00,8.00
33871,BUDGET,Consumo,ART0005160,Articolo,ART0001099,ODP17-11229,1060.00,255.53
33872,BUDGET,Consumo,ART0005568,Articolo,ART0001100,ODP17-11229,328.00,33.98
33874,BUDGET,Consumo,ART0005154,Articolo,ART0001102,ODP17-11229,308.00,18.21
33876,BUDGET,Consumo,ART0005154,Articolo,ART0001104,ODP17-11229,332.00,19.62
33885,BUDGET,Consumo,ART0005891,Articolo,ART0000226,ODP17-10413,940.00,40.31
34017,BUDGET,Consumo,ART0005712,Articolo,ART0005028,ODP17-11318,400.00,96.90
34018,BUDGET,Consumo,ART0005712,Articolo,ART0005028,ODP17-11318,800.00,198.27
34019,BUDGET,Consumo,ART0005892,Articolo,ART0000151,ODP17-10636,5.00,40.00
34020,BUDGET,Consumo,ART0005893,Articolo,ART0000152,ODP17-10636,100.00,12.69
34021,BUDGET,Consumo,ART0005593,Articolo,ART0003824,ODP17-10636,1025.00,6.09
34058,BUDGET,Consumo,ART0001077,Articolo,ART0003984,ODP17-10594,46.00,0.58
34061,BUDGET,Consumo,ART0005216,Articolo,ART0003132,ODP17-13346,6.00,0.00
34062,BUDGET,Consumo,ART0005399,Articolo,ART0003844,ODP17-13346,132.00,3.33
34066,BUDGET,Consumo,ART0001807,Articolo,ART0000853,ODP17-03175,30.00,1621.65
34067,BUDGET,Consumo,ART0001917,Articolo,ART0000853,ODP17-03175,30.00,2333.16
34068,BUDGET,Consumo,ART0003839,Articolo,ART0000853,ODP17-03175,60.00,300.00
34069,BUDGET,Consumo,ART0005460,Articolo,ART0001807,ODP17-03175,1325.00,517.42
34070,BUDGET,Consumo,ART0005714,Articolo,ART0001917,ODP17-03175,1575.00,277.20
34074,BUDGET,Consumo,ART0001868,Articolo,ART0000748,ODP17-10871,50.00,1308.66
34075,BUDGET,Consumo,ART0001756,Articolo,ART0000748,ODP17-10871,50.00,1212.50
34076,BUDGET,Consumo,ART0005432,Articolo,ART0000748,ODP17-10871,50.00,175.00
34077,BUDGET,Consumo,ART0005433,Articolo,ART0000748,ODP17-10871,50.00,50.00
34078,BUDGET,Consumo,ART0005242,Articolo,ART0000748,ODP17-10871,100.00,142.63
34079,BUDGET,Consumo,ART0005243,Articolo,ART0000748,ODP17-10871,50.00,5.60
34080,BUDGET,Consumo,ART0005677,Articolo,ART0000748,ODP17-10871,50.00,12.60
34081,BUDGET,Consumo,ART0005434,Articolo,ART0001868,ODP17-10871,8000.00,158.66
34083,BUDGET,Consumo,ART0005314,Articolo,ART0001575,ODP17-14423,1080.00,0.39
34088,BUDGET,Consumo,ART0001923,Articolo,ART0000804,ODP17-10505,2.00,537.16
34089,BUDGET,Consumo,ART0001813,Articolo,ART0000804,ODP17-10505,2.00,108.79
34090,BUDGET,Consumo,ART0001989,Articolo,ART0000804,ODP17-10505,2.00,9.99
34091,BUDGET,Consumo,ART0005261,Articolo,ART0000804,ODP17-10505,2.00,0.00
34092,BUDGET,Consumo,ART0005262,Articolo,ART0000804,ODP17-10505,2.00,0.00
34093,BUDGET,Consumo,ART0005412,Articolo,ART0000804,ODP17-10505,2.00,0.98
34094,BUDGET,Consumo,ART0003832,Articolo,ART0000804,ODP17-10505,4.00,11.48
34095,BUDGET,Consumo,ART0005142,Articolo,ART0001923,ODP17-10505,630.00,37.89
34096,BUDGET,Consumo,ART0005429,Articolo,ART0001923,ODP17-10505,5.00,105.00
34097,BUDGET,Consumo,ART0005227,Articolo,ART0001813,ODP17-10505,475.00,36.48
34147,BUDGET,Consumo,ART0001942,Articolo,ART0000812,ODP17-11266,6.00,1676.34
34148,BUDGET,Consumo,ART0001832,Articolo,ART0000812,ODP17-11266,6.00,534.66
34149,BUDGET,Consumo,ART0002020,Articolo,ART0000812,ODP17-11266,6.00,63.02
34150,BUDGET,Consumo,ART0002120,Articolo,ART0000812,ODP17-11266,6.00,33.73
34151,BUDGET,Consumo,ART0005669,Articolo,ART0000812,ODP17-11266,6.00,2.90
34152,BUDGET,Consumo,ART0003832,Articolo,ART0000812,ODP17-11266,30.00,86.10
34153,BUDGET,Consumo,ART0005261,Articolo,ART0000812,ODP17-11266,6.00,0.00
34154,BUDGET,Consumo,ART0005262,Articolo,ART0000812,ODP17-11266,6.00,0.00
34155,BUDGET,Consumo,ART0005160,Articolo,ART0001942,ODP17-11266,1140.00,274.85
34156,BUDGET,Consumo,ART0005227,Articolo,ART0001832,ODP17-11266,1050.00,80.64
34159,BUDGET,Consumo,ART0005568,Articolo,ART0001208,ODP17-12364,82.00,8.50
34166,BUDGET,Consumo,ART0005296,Articolo,ART0003263,ODP17-12364,60.00,0.02
34172,BUDGET,Consumo,ART0005229,Articolo,ART0001154,ODP17-12600,5875.00,44.55
34182,BUDGET,Consumo,ART0001923,Articolo,ART0000804,ODP17-13014,2.00,537.16
34183,BUDGET,Consumo,ART0001813,Articolo,ART0000804,ODP17-13014,2.00,108.79
34184,BUDGET,Consumo,ART0001989,Articolo,ART0000804,ODP17-13014,2.00,9.99
34185,BUDGET,Consumo,ART0005261,Articolo,ART0000804,ODP17-13014,2.00,0.00
34186,BUDGET,Consumo,ART0005262,Articolo,ART0000804,ODP17-13014,2.00,0.00
34187,BUDGET,Consumo,ART0005412,Articolo,ART0000804,ODP17-13014,2.00,0.98
34188,BUDGET,Consumo,ART0003832,Articolo,ART0000804,ODP17-13014,4.00,11.48
34307,BUDGET,Consumo,ART0005356,Articolo,ART0001628,ODP17-12155,780.00,1.28
34315,BUDGET,Consumo,ART0005698,Articolo,ART0002070,ODP17-15061,25.00,11.41
34378,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-14994,6.00,0.00
34385,BUDGET,Consumo,ART0005185,Articolo,ART0002102,ODP17-12738,540.00,5.22
34388,BUDGET,Consumo,ART0005908,Articolo,ART0002411,ODP17-12738,1000.00,19.80
34389,BUDGET,Consumo,ART0005909,Articolo,ART0002411,ODP17-12738,600.00,13.25
34402,BUDGET,Consumo,ART0001895,Articolo,ART0000782,ODP17-13344,1.00,114.74
34403,BUDGET,Consumo,ART0001783,Articolo,ART0000782,ODP17-13344,1.00,65.60
34404,BUDGET,Consumo,ART0001391,Articolo,ART0000782,ODP17-13344,1.00,2.83
34405,BUDGET,Consumo,ART0001387,Articolo,ART0000782,ODP17-13344,1.00,3.02
34406,BUDGET,Consumo,ART0003831,Articolo,ART0000782,ODP17-13344,2.00,5.75
34407,BUDGET,Consumo,ART0005139,Articolo,ART0000782,ODP17-13344,1.00,0.32
34408,BUDGET,Consumo,ART0002490,Articolo,ART0000782,ODP17-13344,1.00,18.71
34409,BUDGET,Consumo,ART0005300,Articolo,ART0000782,ODP17-13344,4.00,0.11
34410,BUDGET,Consumo,ART0001895,Articolo,ART0000782,ODP17-11844,1.00,114.74
34411,BUDGET,Consumo,ART0001783,Articolo,ART0000782,ODP17-11844,1.00,65.60
34412,BUDGET,Consumo,ART0001391,Articolo,ART0000782,ODP17-11844,1.00,2.83
34413,BUDGET,Consumo,ART0001387,Articolo,ART0000782,ODP17-11844,1.00,3.02
34414,BUDGET,Consumo,ART0003831,Articolo,ART0000782,ODP17-11844,2.00,5.75
34415,BUDGET,Consumo,ART0005139,Articolo,ART0000782,ODP17-11844,1.00,0.32
34416,BUDGET,Consumo,ART0002490,Articolo,ART0000782,ODP17-11844,1.00,18.71
34417,BUDGET,Consumo,ART0005300,Articolo,ART0000782,ODP17-11844,4.00,0.11
34419,BUDGET,Consumo,ART0005411,Articolo,ART0002490,ODP17-11844,180.00,16.32
34420,BUDGET,Consumo,ART0005504,Articolo,ART0001215,ODP17-12158,510.00,42.27
34421,BUDGET,Consumo,ART0005729,Articolo,ART0001605,ODP17-12158,2580.00,1.72
34422,BUDGET,Consumo,ART0005912,Articolo,ART0001606,ODP17-12158,2520.00,7.14
34425,BUDGET,Consumo,ART0005913,Articolo,ART0002191,ODP17-12158,40.00,13.57
34426,BUDGET,Consumo,ART0005914,Articolo,ART0002450,ODP17-12158,540.00,94.77
